Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
296	2	0.3898777	-4.192458	4.582336	0.002225118	5.830025e-05
297	0	1.570542	-3.032168	4.60271	0.0001750282	7.097879e-05
298	1	-0.1123374	-4.68578	4.573442	0.003100558	7.223307e-05
299	2	-1.744568	-6.287101	4.542533	0.00614367	0.0001200619
300	0	1.593201	-3.009896	4.603098	0.0001441726	6.307961e-05
301	1	-0.7535196	-5.314881	4.561361	0.004117683	0.000263213
302	2	-3.606958	-8.102071	4.495112	0.01054438	0.0004613967
303	0	1.540131	-3.062057	4.602188	0.0001982378	9.997932e-05
304	1	-0.07537391	-4.64852	4.573146	0.002456341	0.0007460973
305	2	-7.896502	-12.05356	4.15706	0.04468461	0.0001263628
306	0	1.543964	-3.058291	4.602254	0.0002030011	8.857893e-05
307	1	0.8704601	-3.719953	4.590413	0.0008100799	0.0006656591
308	2	-6.095589	-10.45311	4.357518	0.02352965	0.001235606
309	0	0.9609843	-3.631239	4.592223	0.00119141	0.0001033099
310	1	0.7088803	-3.878624	4.587504	0.001080926	0.0006857042
311	2	-6.29049	-10.62957	4.339082	0.02376981	0.002839042
312	0	1.323291	-3.275143	4.598434	0.0003521879	0.0003214092
313	1	-0.8248138	-5.382303	4.557489	0.002021297	0.002746795
314	2	-8.790919	-12.80289	4.011975	0.05756705	0.001752473
315	0	0.8895904	-3.701177	4.590767	0.0008643057	0.0005759928
316	1	0.1763687	-4.401596	4.577964	0.0005488549	0.002171724
317	2	-7.439582	-11.6582	4.218615	0.03795881	0.0006966911
318	0	0.01941898	-4.555134	4.574553	0.001291103	0.001770602
319	1	-0.1604464	-4.732567	4.572121	0.0003412563	0.00296369
320	2	-4.107045	-8.584496	4.477451	0.01232076	0.0004511529
321	0	-1.198784	-5.748062	4.549278	0.002674627	0.002914598
322	1	-0.1254468	-4.698039	4.572592	0.0004515835	0.002806257
323	2	-6.790499	-11.08391	4.293412	0.03054146	0.0006343263
324	0	0.501452	-4.082253	4.583705	0.001337083	0.0008094351
325	1	-1.526493	-6.069231	4.542738	0.001925186	0.004318072
326	2	-0.565829	-5.128849	4.56302	0.00265746	0.001557528
327	0	0.5244208	-4.059666	4.584086	0.001045392	0.001062985
328	1	-0.4593522	-5.024554	4.565202	0.002548629	0.001448188
329	2	-0.5076346	-5.072932	4.565298	0.003388957	0.0005982961
330	0	1.316154	-3.282173	4.598327	0.0001752348	0.0005090759
331	1	-0.4865241	-5.051657	4.565133	0.003022058	0.0009816643
332	2	0.5121657	-4.071889	4.584054	0.0005045634	0.001607013
333	0	1.511154	-3.090534	4.601689	0.0001506041	0.0001975571
334	1	-0.4602487	-5.026774	4.566525	0.003462811	0.0004016963
335	2	0.7473443	-3.840873	4.588217	0.0006064916	0.00108882
336	0	1.266739	-3.330718	4.597457	0.0005182344	0.0002530589
337	1	0.4753275	-4.107862	4.583189	0.001251174	0.0009468954
338	2	-0.548336	-5.113507	4.565172	0.0002614421	0.003738425
339	0	0.9989797	-3.593815	4.592795	0.0002624839	0.0009750626
340	1	-0.2724089	-4.8413	4.568891	0.002237515	0.00139042
341	2	-0.9974637	-5.552905	4.555442	0.0008599251	0.004112934
342	0	0.2800565	-4.299675	4.579732	0.0006854762	0.001858346
343	1	-2.520978	-7.038092	4.517114	0.003492895	0.00531268
344	2	0.3607444	-4.220546	4.58129	0.0005612312	0.001826784
345	0	-0.02310389	-4.597256	4.574152	0.002393732	0.0007080624
346	1	-6.962989	-11.23324	4.270253	0.006531476	0.02696021
347	2	0.4483066	-4.134508	4.582814	0.001589368	0.0006462173
348	0	0.6375973	-3.948778	4.586376	0.001500841	0.0003786127
349	1	-3.888396	-8.364785	4.476389	0.003497229	0.009380865
350	2	1.02586	-3.567372	4.593233	0.000347966	0.0008457758
351	0	0.04030608	-4.53489	4.575196	0.002149995	0.0008473791
352	1	-6.33006	-10.6635	4.333444	0.004981873	0.02219071
353	2	1.077824	-3.516297	4.594121	0.0004737291	0.0006311689
354	0	0.5074685	-4.076305	4.583774	0.001120643	0.001019015
355	1	-1.192498	-5.742682	4.550184	0.001665017	0.003833617
356	2	0.8538455	-3.736349	4.590195	0.001113578	0.0003839886
357	0	1.014542	-3.578454	4.592995	0.0005357318	0.0006817611
358	1	-0.2579079	-4.827785	4.569877	0.00064984	0.0028795
359	2	0.9239042	-3.667615	4.591519	0.001166193	0.0001989056
360	0	0.7176053	-3.870232	4.587837	0.000308793	0.001424526
361	1	0.9901934	-3.602494	4.592687	0.0001721829	0.001076146
362	2	1.155419	-3.440121	4.59554	0.0007621723	0.0002008727
363	0	1.302961	-3.295122	4.598083	0.0002829547	0.0004258054
364	1	0.8551939	-3.734944	4.590138	0.0006718585	0.0008313369
365	2	1.193769	-3.402469	4.596237	0.0007833704	0.0001099382
366	0	0.1400148	-4.436961	4.576976	0.0009538866	0.001865511
367	1	0.1917589	-4.386468	4.578227	0.002128492	0.0005658218
368	2	1.43369	-3.166662	4.600352	0.0002028851	0.0002789016
369	0	0.4377467	-4.144792	4.582539	0.0008148784	0.001448273
370	1	1.153423	-3.442035	4.595458	0.0005582627	0.0004129352
371	2	1.377638	-3.221741	4.59938	0.000300591	0.0002784442
372	0	0.2772581	-4.302272	4.57953	0.0009457779	0.001618276
373	1	0.8787292	-3.711847	4.590577	0.0008987754	0.0005605797
374	2	1.529495	-3.072509	4.602004	0.000164101	0.0001525424
375	0	1.170715	-3.425062	4.595777	0.0003027038	0.0006365783
376	1	-0.5841587	-5.146683	4.562524	0.001780753	0.002483822
377	2	1.483724	-3.117499	4.601222	0.0003012081	9.357372e-05
378	0	0.5459461	-4.038958	4.584904	0.0002059164	0.001820735
379	1	-0.5099337	-5.076044	4.566111	0.00375641	0.0001495582
380	2	1.263013	-3.334444	4.597457	0.000733899	3.740332e-05
381	0	-1.537955	-6.082497	4.544542	0.0008890936	0.005173747
382	1	-1.57247	-6.118249	4.545779	0.005747909	0.000191174
383	2	1.458089	-3.1427	4.600789	0.0003766594	6.14878e-05
384	0	0.3403411	-4.24087	4.581211	0.0002639948	0.002131897
385	1	-0.1057049	-4.678658	4.572953	0.002770918	0.0004507999
386	2	0.7738424	-3.815007	4.588849	0.00135856	0.0002735197
387	0	0.2391997	-4.339548	4.578748	0.001463374	0.001178875
388	1	-0.8443615	-5.403602	4.55924	0.004144299	0.0004486946
389	2	1.149609	-3.445804	4.595413	0.0006903697	0.000285305
390	0	-0.479098	-5.044494	4.565396	0.0008887267	0.00308871
391	1	-1.230925	-5.780199	4.549273	0.003841774	0.001747908
392	2	1.23552	-3.361382	4.596902	0.000476439	0.0003504104
393	0	-0.7046393	-5.265153	4.560513	0.003167818	0.001297867
394	1	-2.691498	-7.206233	4.514735	0.00233127	0.00671226
395	2	1.123931	-3.471014	4.594945	0.0006440763	0.0003784349
396	0	-2.659952	-7.174618	4.514667	0.002736474	0.006313889
397	1	-2.032159	-6.561805	4.529646	0.003337198	0.004215268
398	2	0.5478168	-4.036703	4.58452	0.001029845	0.00103522
399	0	-3.5915	-8.080462	4.488962	0.002471678	0.009149117
400	1	-2.050755	-6.581073	4.530318	0.002340469	0.005144754
401	2	0.1984859	-4.379529	4.578015	0.001650213	0.001065308
402	0	-1.220728	-5.772484	4.551756	0.0005461769	0.004795271
403	1	-0.3535239	-4.920738	4.567214	0.001578296	0.00221736
404	2	-1.771024	-6.307934	4.536911	0.004604556	0.002221399
405	0	0.2677387	-4.311778	4.579517	0.0006723622	0.001892938
406	1	0.5618849	-4.023041	4.584926	0.0005349158	0.001489521
407	2	-1.824497	-6.360179	4.535682	0.004712808	0.002236014
408	0	0.08194353	-4.493843	4.575786	0.001777284	0.001161086
