Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta_0	delta_1	gamma_0	gamma_1	q_01	q_10
241	1	-1080.283	-1093.267	12.984	0.02300838	0.0406144	0.006866579	0.001783271	0.007497281	0.003381473
242	2	-1082.48	-1095.561	13.08108	0.02888826	0.01883687	0.01302397	0.001634026	0.008897098	0.002162575
243	3	-1076.372	-1089.364	12.99197	0.02020612	0.03923628	0.008581154	0.00150635	0.007540268	0.005283714
244	4	-1094.925	-1107.651	12.72609	0.01098253	0.06595554	0.005799279	0.009242975	0.009845454	0.007116452
245	5	-1076.768	-1089.842	13.07372	0.01313875	0.03274542	0.009921551	0.00172487	0.008732201	0.007916477
246	6	-1081.99	-1095.06	13.06983	0.02686995	0.01878702	0.01446608	0.001601203	0.00965972	0.00318365
247	7	-1080.548	-1093.629	13.08104	0.02818372	0.02282642	0.01091895	0.002285465	0.007776236	0.001456598
248	8	-1080.151	-1093.088	12.93725	0.02349746	0.0387464	0.008008678	0.003019762	0.009980763	0.004573336
249	9	-1078.274	-1091.309	13.03449	0.02495735	0.03540825	0.005742836	0.00253371	0.006428022	0.003032159
250	10	-1076.952	-1089.966	13.01345	0.01988412	0.03570931	0.006481505	0.0006616089	0.009285525	0.008184181
251	11	-1075.579	-1088.58	13.00095	0.02129588	0.03756707	0.007787063	0.003173873	0.009003668	0.002628788
252	12	-1078.196	-1091.264	13.06784	0.01129949	0.03311988	0.0108675	0.0007362539	0.009429802	0.009314417
253	13	-1076.632	-1089.581	12.94923	0.02413197	0.03926583	0.006895042	0.001798632	0.009008804	0.005527499
254	14	-1080.82	-1093.934	13.11491	0.02771362	0.0194649	0.01122269	0.001836043	0.008371949	0.001451131
255	15	-1075.226	-1088.243	13.0177	0.01663226	0.03803776	0.008977832	0.001086869	0.008641498	0.006404498
256	16	-1091.021	-1104.108	13.08773	0.02297359	0.01671819	0.01266286	0.0001734529	0.01004832	0.010202
257	17	-1076.993	-1090.026	13.0327	0.0163891	0.04273982	0.006194659	0.0002440923	0.006845255	0.005868017
258	18	-1077.447	-1090.466	13.01899	0.02022973	0.03669947	0.007801293	0.002943235	0.008648132	0.003329698
259	19	-1082.434	-1095.413	12.97968	0.02012129	0.04261263	0.003351267	0.005105877	0.007847293	0.004544418
260	0	-1077.619	-1090.642	13.02277	0.01834555	0.04011237	0.008897303	0.0002384692	0.007291039	0.004389815
261	1	-1081.19	-1094.167	12.97669	0.02300838	0.0371441	0.006866579	0.003224381	0.008826172	0.004812786
262	2	-1082.914	-1096.016	13.10177	0.03042113	0.01576654	0.01439526	0.001613635	0.007457412	0.001720355
263	3	-1077.55	-1090.542	12.9925	0.02020612	0.03923628	0.008433056	0.00206596	0.007540268	0.004819429
264	4	-1092.334	-1105.242	12.90879	0.01114868	0.04694273	0.009065654	0.004652084	0.009449284	0.009413853
265	5	-1076.08	-1089.158	13.07729	0.01313875	0.03274542	0.009921551	0.001367868	0.008732201	0.007916477
266	6	-1081.282	-1094.369	13.08734	0.02724936	0.01729897	0.01528843	0.001010223	0.008733146	0.003236839
267	7	-1082.086	-1095.213	13.12757	0.0245895	0.02087601	0.0104966	0.00156899	0.008584269	0.002678748
268	8	-1079.687	-1092.622	12.93469	0.02349746	0.0387464	0.008768245	0.003770412	0.007988718	0.005310414
269	9	-1078.274	-1091.309	13.03449	0.02495735	0.03540825	0.005742836	0.00253371	0.006428022	0.003032159
270	10	-1076.952	-1089.966	13.01345	0.01988412	0.03570931	0.006481505	0.0006616089	0.009285525	0.008184181
271	11	-1080.338	-1093.334	12.99578	0.0219851	0.03764755	0.007787063	0.003173873	0.009003668	0.002375362
272	12	-1077.002	-1090.069	13.06712	0.01129949	0.03311988	0.0108675	0.0008075669	0.009429802	0.009314417
273	13	-1076.632	-1089.581	12.94923	0.02413197	0.03926583	0.006895042	0.001798632	0.009008804	0.005527499
274	14	-1078.84	-1091.886	13.04626	0.02909194	0.01900658	0.01640184	0.001899781	0.008633137	0.001892215
275	15	-1077.197	-1090.21	13.01346	0.0170564	0.03803776	0.008977832	0.001086869	0.008641498	0.006404498
276	16	-1092.145	-1105.256	13.11118	0.02297359	0.01671819	0.01266286	0.0001340439	0.01037783	0.007566612
277	17	-1076.051	-1089.1	13.04887	0.01610443	0.03625637	0.008522324	0.0006528764	0.007760097	0.007367642
278	18	-1076.448	-1089.472	13.02376	0.02022973	0.03669947	0.007801293	0.00274982	0.008648132	0.003046661
279	19	-1083.559	-1096.601	13.04184	0.01961418	0.04040496	0.006211489	0.001422401	0.005988848	0.003725251
280	0	-1077.395	-1090.408	13.01392	0.01841365	0.04011237	0.008849215	0.0008641198	0.007291039	0.00462851
281	1	-1079.49	-1092.508	13.01843	0.02022319	0.0371441	0.006866579	0.002894186	0.009734977	0.002845211
282	2	-1078.367	-1091.526	13.1585	0.02402738	0.01799852	0.01134218	0.001388616	0.007914911	0.003029402
283	3	-1076.401	-1089.403	13.00218	0.01961768	0.03923628	0.008332222	0.001097331	0.007540268	0.005509678
284	4	-1091.94	-1104.766	12.82585	0.01178367	0.05146715	0.01219172	0.006272925	0.01040271	0.006847554
285	5	-1075.356	-1088.433	13.07705	0.01313875	0.03276937	0.009921551	0.001367868	0.008732201	0.007916477
286	6	-1084.29	-1097.507	13.21667	0.02431462	0.01264752	0.01330697	0.001130723	0.006932338	0.001552104
287	7	-1081.285	-1094.47	13.18449	0.02362117	0.01481221	0.01298169	0.0007894909	0.007629053	0.003268668
288	8	-1081.528	-1094.473	12.94594	0.02349746	0.0387464	0.008451995	0.003432603	0.007777513	0.005050737
289	9	-1080.697	-1093.74	13.04346	0.02495735	0.03540825	0.005742836	0.00253371	0.006428022	0.002134531
290	10	-1076.412	-1089.425	13.0126	0.01988412	0.03570931	0.006481505	0.0007158616	0.009285525	0.008214849
291	11	-1077.697	-1090.655	12.95733	0.02146359	0.03942426	0.007787063	0.00282676	0.009877789	0.004438173
292	12	-1081.038	-1094.106	13.06814	0.01129949	0.03311988	0.0108675	0.000705591	0.009429802	0.009314417
293	13	-1076.632	-1089.581	12.94923	0.02413197	0.03926583	0.006895042	0.001798632	0.009008804	0.005527499
294	14	-1078.84	-1091.886	13.04626	0.02909194	0.01900658	0.01640184	0.001899781	0.008633137	0.001892215
295	15	-1076.563	-1089.572	13.00901	0.01949022	0.03803776	0.007280684	0.001515184	0.007921284	0.006404498
296	16	-1086.39	-1099.563	13.17233	0.02403098	0.01674319	0.01066958	0.001242035	0.007724412	0.003908111
297	17	-1074.84	-1087.89	13.05009	0.01610443	0.03625637	0.008522324	0.0005311491	0.007760097	0.007367642
298	18	-1077.907	-1090.844	12.93704	0.0221008	0.03948551	0.009311241	0.003462666	0.007945906	0.005541084
299	19	-1081.427	-1094.45	13.02253	0.01609777	0.04040496	0.008987341	0.001102302	0.008535426	0.004170174
300	0	-1080.126	-1093.041	12.91511	0.02077184	0.04156493	0.008966581	0.0002432887	0.01113271	0.007360226
301	1	-1076.826	-1089.844	13.01742	0.02022319	0.0371441	0.007853336	0.002958636	0.008731624	0.002897966
302	2	-1082.919	-1096.102	13.18285	0.02405985	0.01812088	0.0104602	0.001752935	0.007215239	0.00165745
303	3	-1074.961	-1087.977	13.01568	0.01961768	0.03923628	0.008332222	0.001500652	0.007540268	0.003756291
304	4	-1085.526	-1098.443	12.91667	0.02074689	0.04765223	0.00389128	0.006350011	0.007461496	0.003781914
305	5	-1075.356	-1088.433	13.07705	0.01313875	0.03276937	0.009921551	0.001367868	0.008732201	0.007916477
306	6	-1083.788	-1096.837	13.04871	0.03138074	0.01718668	0.01598888	0.001552596	0.008754387	0.001816652
307	7	-1078.998	-1092.138	13.14052	0.02471634	0.01938103	0.01128152	0.001361849	0.00901214	0.001745978
308	8	-1082.491	-1095.436	12.94493	0.02309659	0.0387464	0.009103707	0.003707989	0.00771022	0.004693594
309	9	-1080.697	-1093.74	13.04346	0.02495735	0.03540825	0.005742836	0.00253371	0.006428022	0.002134531
310	10	-1076.412	-1089.425	13.0126	0.01988412	0.03570931	0.006481505	0.0007158616	0.009285525	0.008214849
311	11	-1083.96	-1096.922	12.96191	0.02146359	0.04031132	0.00748443	0.00285424	0.01090278	0.002343916
312	12	-1078.599	-1091.682	13.08271	0.01129949	0.03275395	0.0108675	0.0008339131	0.008211029	0.009314417
313	13	-1084.489	-1097.497	13.0085	0.02473237	0.0354706	0.008108337	0.001254318	0.006260946	0.004874263
314	14	-1081.957	-1095.007	13.04973	0.0292246	0.02165276	0.01340031	0.001683718	0.008965318	0.001650895
315	15	-1081.423	-1094.418	12.99488	0.01949022	0.03803776	0.008497303	0.002346471	0.009817579	0.003873285
316	16	-1081.168	-1094.317	13.14889	0.02558603	0.0186363	0.01093724	0.00190565	0.008014619	0.001581725
317	17	-1081.506	-1094.534	13.02812	0.01850572	0.03625637	0.008522324	0.0003215744	0.008046925	0.0070863
318	18	-1077.947	-1090.89	12.94315	0.0221008	0.03948551	0.009311241	0.003174228	0.007945906	0.005218482
319	19	-1081.059	-1094	12.94035	0.02254811	0.04426278	0.009329556	0.0006887647	0.006931802	0.0037555
320	0	-1077.826	-1090.82	12.99392	0.01733797	0.04156493	0.00859094	0.000263731	0.009510942	0.004890614
321	1	-1077.71	-1090.724	13.01451	0.02021411	0.0371441	0.008163935	0.002958636	0.008731624	0.002887739
322	2	-1083.007	-1096.188	13.18055	0.02288383	0.01812088	0.009864318	0.0009177007	0.007943463	0.003766157
323	3	-1074.267	-1087.261	12.99394	0.01961768	0.03923628	0.008693317	0.001349758	0.007608378	0.005651842
324	4	-1084.208	-1097.142	12.9341	0.01872147	0.04665838	0.003787766	0.006037816	0.008503575	0.004432499
325	5	-1075.356	-1088.433	13.07705	0.01313875	0.03276937	0.009921551	0.001367868	0.008732201	0.007916477
326	6	-1083.546	-1096.558	13.01226	0.03134734	0.0231171	0.01238812	0.00222958	0.008831583	0.002411261
327	7	-1085.429	-1098.491	13.06163	0.03046479	0.01849992	0.01457573	0.001259151	0.00912507	0.001463311
328	8	-1078.629	-1091.579	12.94969	0.0222299	0.0387464	0.009262319	0.00368709	0.008174471	0.004481441
329	9	-1080.697	-1093.74	13.04346	0.02495735	0.03540825	0.005742836	0.00253371	0.006428022	0.002134531
330	10	-1080.884	-1093.898	13.01389	0.0198752	0.03570931	0.006481505	0.0006085913	0.009272791	0.008214849
331	11	-1076.07	-1089.047	12.97677	0.02146359	0.0390735	0.00806633	0.002285783	0.008521049	0.004464254
332	12	-1078.599	-1091.682	13.08271	0.01129949	0.03275395	0.0108675	0.0008339131	0.008211029	0.009314417
333	13	-1076.783	-1089.706	12.92272	0.02251911	0.04271356	0.008108337	0.001874109	0.009189981	0.004874263
334	14	-1080.755	-1093.853	13.09755	0.02539695	0.02048742	0.0127581	0.001636986	0.009976445	0.001540471
335	15	-1077.13	-1090.145	13.01484	0.0199663	0.03803776	0.008236623	0.002470358	0.00810963	0.003246618
336	16	-1095.527	-1108.427	12.89927	0.04116457	0.02668401	0.01315106	0.00282402	0.00713118	0.0006697065
337	17	-1080.127	-1093.191	13.06426	0.01812598	0.03785826	0.008891245	0.0003958867	0.005299552	0.00455395
338	18	-1075.527	-1088.473	12.94576	0.0221008	0.03948551	0.009259948	0.003174228	0.00776675	0.005187693
339	19	-1078.957	-1091.896	12.93926	0.02100928	0.04426278	0.009329556	0.00103871	0.008264034	0.003721039
340	0	-1075.358	-1088.345	12.98743	0.01733797	0.04156493	0.00859094	0.0003499674	0.009510942	0.005452877
341	1	-1076.213	-1089.205	12.99238	0.02021411	0.03769024	0.008104027	0.002395708	0.008748647	0.005160246
342	2	-1082.547	-1095.707	13.15988	0.02203336	0.02071855	0.009761585	0.00295622	0.009058931	0.001034895
343	3	-1073.29	-1086.282	12.992	0.01961768	0.03923628	0.008693317	0.001544001	0.007608378	0.005651842
344	4	-1084.488	-1097.503	13.01509	0.02336738	0.03864437	0.003862332	0.005169653	0.007426182	0.001572547
345	5	-1075.632	-1088.709	13.07778	0.01313875	0.03276937	0.009848746	0.001367868	0.008732201	0.007916477
346	6	-1083.891	-1097.042	13.15082	0.02276576	0.01735272	0.01303583	0.001600199	0.009940452	0.0017744
347	7	-1081.469	-1094.595	13.12639	0.02667563	0.01703657	0.0131565	0.001490687	0.008512568	0.002040351
348	8	-1077.498	-1090.452	12.95454	0.0222299	0.0387464	0.009262319	0.003202326	0.008174471	0.004481441
349	9	-1085.794	-1098.818	13.02333	0.02480852	0.03540825	0.006692141	0.00324454	0.006929807	0.002134531
350	10	-1083.784	-1096.772	12.98862	0.02364983	0.035389	0.006481505	0.0004384708	0.008515474	0.008214849
351	11	-1078.701	-1091.664	12.96383	0.02146359	0.0390735	0.00806633	0.002986823	0.008521049	0.005056472
352	12	-1078.599	-1091.682	13.08271	0.01129949	0.03275395	0.0108675	0.0008339131	0.008211029	0.009314417
353	13	-1077.017	-1089.935	12.91751	0.02251911	0.04271356	0.008108337	0.001874109	0.009710702	0.004874263
354	14	-1080.585	-1093.669	13.08378	0.02815435	0.02054837	0.01260871	0.001559516	0.008829945	0.001472338
355	15	-1077.268	-1090.288	13.02033	0.0199663	0.03803776	0.008236623	0.002470358	0.00810963	0.002697502
356	16	-1082.156	-1095.291	13.13478	0.0280285	0.01678115	0.0114308	0.001910048	0.007524865	0.002397206
357	17	-1079.443	-1092.447	13.00399	0.01812598	0.04058537	0.007476875	0.000366822	0.009234213	0.005362584
358	18	-1073.118	-1086.073	12.95549	0.0221008	0.03948551	0.009369821	0.003174228	0.00776675	0.004105037
359	19	-1077.081	-1090.001	12.92005	0.02100928	0.04444014	0.009329556	0.00103871	0.008264034	0.00546419
360	0	-1081.224	-1094.221	12.99655	0.01799297	0.04156493	0.006538407	0.0007231051	0.009510942	0.005565795
361	1	-1077.408	-1090.41	13.00235	0.02021411	0.03669369	0.008104027	0.002395708	0.008748647	0.005160246
362	2	-1077.811	-1090.942	13.13012	0.02572936	0.02010782	0.01124854	0.001532792	0.008223605	0.001696489
363	3	-1073.29	-1086.282	12.992	0.01961768	0.03923628	0.008693317	0.001544001	0.007608378	0.005651842
364	4	-1084.781	-1097.771	12.9903	0.01977381	0.0430949	0.003571533	0.005241953	0.008062451	0.002776166
365	5	-1075.632	-1088.709	13.07778	0.01313875	0.03276937	0.009848746	0.001367868	0.008732201	0.007916477
366	6	-1079.146	-1092.308	13.16191	0.02249855	0.0180433	0.01210696	0.001306461	0.009190793	0.002213515
367	7	-1082.163	-1095.284	13.12165	0.02891387	0.01749568	0.01320962	0.001522125	0.007132067	0.001112881
368	8	-1077.055	-1090.022	12.96701	0.02166482	0.0387464	0.009262319	0.003202326	0.008174471	0.003799339
369	9	-1093.738	-1106.664	12.92604	0.02956586	0.03540825	0.007188218	0.005109435	0.006870814	0.004804743
370	10	-1077.289	-1090.34	13.05152	0.01892078	0.03779473	0.008748435	0.0001487288	0.006238675	0.004547243
371	11	-1078.619	-1091.58	12.96057	0.02065237	0.0390735	0.009318351	0.001787513	0.008155381	0.006506853
372	12	-1078.599	-1091.682	13.08271	0.01129949	0.03275395	0.0108675	0.0008339131	0.008211029	0.009314417
373	13	-1079.03	-1091.957	12.92705	0.02251911	0.04271356	0.008108337	0.001874109	0.009710702	0.003920496
374	14	-1080.005	-1093.035	13.02994	0.03082409	0.02182631	0.01360191	0.001785964	0.008704844	0.001813841
375	15	-1073.214	-1086.236	13.02153	0.0199663	0.03803776	0.008236623	0.002470358	0.00810963	0.00257745
376	16	-1080.529	-1093.674	13.1452	0.02418402	0.01817889	0.01192072	0.001610269	0.008515067	0.002621642
377	17	-1079.452	-1092.408	12.95597	0.02273579	0.04058537	0.008850479	0.000278336	0.009234213	0.004270031
378	18	-1073.118	-1086.073	12.95549	0.0221008	0.03948551	0.009369821	0.003174228	0.00776675	0.004105037
379	19	-1076.533	-1089.485	12.95189	0.02100928	0.04149162	0.00850523	0.001073619	0.009427189	0.004854986
380	0	-1079.271	-1092.27	12.99875	0.01733924	0.04062216	0.009003055	0.0003337081	0.009923513	0.004454232
381	1	-1076.159	-1089.183	13.02476	0.02021411	0.03669369	0.008104027	0.002629102	0.0074779	0.003955985
382	2	-1080.946	-1094.072	13.12598	0.02634334	0.0230727	0.00843619	0.001796699	0.007702343	0.001602003
383	3	-1073.29	-1086.282	12.992	0.01961768	0.03923628	0.008693317	0.001544001	0.007608378	0.005651842
384	4	-1088.906	-1101.821	12.91479	0.0273451	0.0438319	0.004989711	0.00543633	0.006038198	0.002430477
385	5	-1075.632	-1088.709	13.07778	0.01313875	0.03276937	0.009848746	0.001367868	0.008732201	0.007916477
386	6	-1084.116	-1097.327	13.21081	0.01989134	0.01863637	0.009469234	0.001594054	0.008865374	0.002014025
387	7	-1082.006	-1095.069	13.06394	0.02979047	0.01764034	0.01455367	0.001544772	0.009041612	0.002586425
388	8	-1077.483	-1090.462	12.97921	0.02166482	0.0387464	0.008982182	0.003202326	0.007112803	0.003921655
389	9	-1079.854	-1092.866	13.01139	0.0183051	0.03731452	0.007766252	0.001692113	0.008000409	0.007334048
390	10	-1082.361	-1095.38	13.01863	0.01719984	0.04141946	0.00834897	5.482804e-05	0.007799054	0.004865957
391	11	-1078.709	-1091.653	12.94436	0.01953689	0.0390735	0.009733832	0.002291995	0.008845318	0.007633271
392	12	-1078.599	-1091.682	13.08271	0.01129949	0.03275395	0.0108675	0.0008339131	0.008211029	0.009314417
393	13	-1079.162	-1092.044	12.88212	0.02296231	0.04271356	0.01003742	0.001813289	0.008354042	0.007458889
394	14	-1083.464	-1096.627	13.16258	0.02635588	0.01649528	0.01174273	0.0007735487	0.007184502	0.002741466
395	15	-1073.214	-1086.236	13.02153	0.0199663	0.03803776	0.008236623	0.002470358	0.00810963	0.00257745
396	16	-1081.631	-1094.775	13.14395	0.02433489	0.02055334	0.009776666	0.001613846	0.008819126	0.002058059
397	17	-1079.861	-1092.871	13.01039	0.01657225	0.04058537	0.009540994	0.0002375768	0.009923485	0.003652355
398	18	-1073.118	-1086.073	12.95549	0.0221008	0.03948551	0.009369821	0.003174228	0.00776675	0.004105037
399	19	-1081.132	-1094.098	12.96653	0.01963325	0.04149162	0.00850523	0.001670386	0.008450262	0.00514723
400	0	-1077.73	-1090.725	12.99487	0.01801064	0.04062216	0.008434907	0.0001412812	0.007970177	0.006884525
401	1	-1074.296	-1087.32	13.02371	0.02021411	0.03669369	0.008104027	0.002629102	0.007583638	0.003955985
402	2	-1084.727	-1097.755	13.02786	0.03221587	0.01967018	0.01324341	0.002043229	0.008119614	0.003472907
403	3	-1075.844	-1088.836	12.99209	0.01961768	0.03923628	0.008649184	0.001544001	0.007643041	0.005651842
404	4	-1080.771	-1093.713	12.94177	0.02443461	0.0415921	0.004872803	0.005734133	0.00661836	0.004121564
405	5	-1075.484	-1088.564	13.07997	0.01291974	0.03276937	0.009848746	0.001367868	0.008732201	0.007916477
406	6	-1083.544	-1096.672	13.12851	0.02702643	0.01491117	0.01505313	0.0009714171	0.007758853	0.002978967
407	7	-1081.26	-1094.356	13.09624	0.02825445	0.02124733	0.01093242	0.00204406	0.007947664	0.001500671
408	8	-1078.631	-1091.588	12.9566	0.02166482	0.0387464	0.008982182	0.003193802	0.008695927	0.004608387
409	9	-1076.332	-1089.371	13.03847	0.01770122	0.03620157	0.008624617	0.001604936	0.007538297	0.00603361
410	10	-1079.374	-1092.333	12.959	0.0219212	0.04104832	0.00804907	9.508776e-05	0.00919506	0.005342046
411	11	-1078.976	-1091.935	12.95917	0.01953689	0.0390735	0.009935902	0.002711396	0.008711306	0.005665004
412	12	-1076.265	-1089.336	13.07089	0.01129949	0.03275395	0.0108675	0.0008339131	0.009392885	0.009314417
413	13	-1079.162	-1092.044	12.88212	0.02296231	0.04271356	0.01003742	0.001813289	0.008354042	0.007458889
414	14	-1078.972	-1092.09	13.11717	0.02440994	0.02187423	0.01059157	0.001902748	0.008958081	0.002097922
415	15	-1073.214	-1086.236	13.02153	0.0199663	0.03803776	0.008236623	0.002470358	0.00810963	0.00257745
416	16	-1078.586	-1091.761	13.1748	0.0222909	0.01934271	0.01043789	0.001394587	0.009157648	0.001447477
417	17	-1077.594	-1090.607	13.01261	0.01892219	0.04058537	0.009282648	0.0002451914	0.006270629	0.004983704
418	18	-1073.118	-1086.073	12.95549	0.0221008	0.03948551	0.009369821	0.003174228	0.00776675	0.004105037
419	19	-1078.688	-1091.699	13.01102	0.01932363	0.04014495	0.00850523	0.0009700161	0.00802193	0.003483443
420	0	-1088.845	-1101.698	12.85266	0.02048313	0.04896267	0.01173063	0.0002240253	0.01012945	0.004754928
421	1	-1078.956	-1091.994	13.03853	0.02021411	0.03669369	0.008104027	0.002629102	0.006657048	0.003400421
422	2	-1081.719	-1094.756	13.03754	0.03111396	0.01886783	0.01584439	0.001828348	0.007555176	0.002587209
423	3	-1078.839	-1091.818	12.97984	0.01890852	0.03944592	0.008649184	0.001907083	0.009129506	0.005526375
424	4	-1080.771	-1093.713	12.94177	0.02443461	0.0415921	0.004872803	0.005734133	0.00661836	0.004121564
425	5	-1075.484	-1088.564	13.07997	0.01291974	0.03276937	0.009848746	0.001367868	0.008732201	0.007916477
426	6	-1087.292	-1100.338	13.04581	0.02687196	0.02208766	0.01366605	0.002141352	0.009417615	0.002785847
427	7	-1082.055	-1095.195	13.13997	0.02728017	0.01722487	0.01258157	0.002723179	0.007686419	5.806506e-05
428	8	-1082.03	-1094.994	12.96372	0.0235375	0.03840043	0.008168086	0.003193802	0.006110402	0.00576928
429	9	-1073.757	-1086.795	13.03845	0.01723312	0.03620157	0.009157999	0.001747922	0.007650222	0.005714969
430	10	-1080.906	-1093.969	13.06283	0.01578371	0.03700625	0.008537878	0.0002379169	0.008222562	0.005479505
431	11	-1077.002	-1089.94	12.93889	0.01953689	0.0390735	0.01036363	0.001848851	0.008593225	0.00824568
432	12	-1074.188	-1087.26	13.07197	0.01129949	0.03275395	0.0108675	0.0007260581	0.009392885	0.009314417
433	13	-1079.162	-1092.044	12.88212	0.02296231	0.04271356	0.01003742	0.001813289	0.008354042	0.007458889
