Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
360	0	-12.51113	-15.18933	2.678204	0.1432925	0.04940411
361	1	-12.51992	-15.79521	3.275285	0.09277222	0.04021634
362	2	-12.57741	-15.63924	3.061834	0.09259425	0.06173937
363	3	-12.38342	-15.48337	3.099941	0.1136225	0.03690043
364	0	-13.54876	-14.9872	1.438444	0.1681228	0.1485498
365	1	-12.94064	-15.10175	2.161103	0.1325251	0.1118816
366	2	-12.65953	-15.13625	2.476719	0.1383558	0.07448935
367	3	-12.89482	-15.1221	2.227279	0.1292319	0.1085572
368	0	-12.6847	-15.80699	3.122284	0.0801851	0.06810352
369	1	-13.0428	-15.31688	2.274075	0.08108292	0.1520266
370	2	-12.94773	-16.46934	3.521611	0.06654961	0.0418063
371	3	-12.98059	-15.23106	2.250474	0.09372366	0.1417459
372	0	-13.17711	-15.04846	1.871357	0.1402842	0.1330972
373	1	-12.94782	-15.06037	2.11254	0.1450199	0.1042431
374	2	-14.48948	-14.98254	0.4930563	0.2349274	0.176284
375	3	-12.46556	-15.22567	2.760115	0.1389664	0.04553912
376	0	-12.37624	-15.34552	2.969278	0.1271707	0.03641859
377	1	-12.74225	-15.13931	2.397065	0.1331665	0.08764396
378	2	-12.96667	-15.08312	2.116453	0.1369974	0.1118743
379	3	-12.80667	-15.13186	2.325186	0.1315242	0.09647422
380	0	-13.86721	-16.6895	2.822294	0.02910103	0.1491866
381	1	-12.84563	-15.16287	2.317244	0.1220103	0.1067824
382	2	-12.87115	-15.75369	2.88254	0.06345189	0.1088112
383	3	-12.50887	-15.25013	2.741265	0.1480443	0.03834628
384	0	-13.05	-15.14326	2.093255	0.1091348	0.1420567
385	1	-12.80774	-15.57721	2.769469	0.07467214	0.108898
386	2	-13.88646	-14.97385	1.087391	0.1869583	0.1648196
387	3	-15.31077	-17.30634	1.995572	0.2282543	0.03270548
388	0	-14.01173	-14.97224	0.9605054	0.1717666	0.1926999
389	1	-12.35424	-15.38736	3.033122	0.1247881	0.0324168
390	2	-13.77883	-15.05402	1.275187	0.1314516	0.2015467
391	3	-12.38854	-15.73544	3.346893	0.1025263	0.02330141
392	0	-14.94019	-15.49609	0.5559	0.2729424	0.1319846
393	1	-12.79546	-15.05277	2.25731	0.1571871	0.07759884
394	2	-13.01817	-15.15653	2.138361	0.1083876	0.1382933
395	3	-12.31071	-15.58318	3.272468	0.1143179	0.01895231
396	0	-13.47057	-15.0509	1.580332	0.121872	0.1806119
397	1	-12.63031	-15.60719	2.976885	0.08964071	0.07318786
398	2	-12.87669	-15.08389	2.207204	0.1406729	0.09912377
399	3	-12.47617	-15.95836	3.482192	0.09331997	0.01897786
400	0	-12.95041	-15.04353	2.093125	0.1505327	0.1006718
401	1	-13.33378	-15.00813	1.674346	0.1563517	0.1367308
402	2	-12.63867	-15.13537	2.496704	0.1555816	0.05526506
403	3	-12.46969	-15.25975	2.790056	0.1291586	0.0523529
404	0	-14.58466	-14.98698	0.4023237	0.2302056	0.1900791
405	1	-13.07892	-15.05126	1.972337	0.1434866	0.1197968
406	2	-12.39224	-15.64222	3.249984	0.1052305	0.03028807
407	3	-13.19811	-15.35784	2.159727	0.1894741	0.0550702
408	0	-12.8337	-15.34708	2.513385	0.1693183	0.03986018
409	1	-12.97086	-15.12451	2.153651	0.1236849	0.121467
410	2	-12.58824	-15.14511	2.556869	0.1421429	0.06268722
411	3	-12.73809	-15.39623	2.658142	0.1624958	0.03220697
412	0	-12.77657	-15.29935	2.522773	0.1667594	0.04148033
413	1	-14.69627	-14.99236	0.296089	0.2208998	0.2100083
414	2	-15.04682	-16.61444	1.567623	0.2436306	0.06012412
415	3	-13.24104	-15.08386	1.842829	0.1934269	0.08280718
416	0	-12.4676	-15.56865	3.101047	0.1033084	0.04710396
417	1	-15.81161	-15.03426	-0.7773542	0.2586496	0.2796029
