Iteration	Replicate_ID	Posterior	Likelihood	Prior	clado_fission	clado_fusion	clado_no_change	delta	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	gamma	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	total_speciation	turnover
47	1	-36.49671	-46.91128	10.41456	0.0316705	0.08400598	0.00230665	0.03534627	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.0538314	0.04907814	0.00230665	0.0316705	0.084006	0.1179831	0.4562634
48	0	-32.74851	-44.48208	11.73357	0.01682403	0.03352826	0.03104321	0.05848374	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.00415996	0.0058289	0.0310432	0.016824	0.0335283	0.0813955	0.05110797
49	1	-33.3938	-44.97651	11.58272	0.009701975	0.08400598	0.004202108	0.01059447	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.0165188	0.01834529	0.00420211	0.00970197	0.084006	0.09791007	0.1687135
50	0	-34.65579	-45.75784	11.10205	0.05498733	0.01067492	0.032199	0.03565066	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.0175365	0.04150474	0.032199	0.0549873	0.0106749	0.09786126	0.1791973
51	1	-31.4412	-44.15773	12.71653	0.0004479714	0.0552993	0.01170281	0.002410833	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.00887535	0.006213987	0.0117028	0.000447971	0.0552993	0.06745008	0.131584
52	0	-37.62385	-48.14334	10.51949	0.05277361	0.0252843	0.02933376	0.06092663	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.00272346	0.04536614	0.0293338	0.0527736	0.0252843	0.1073917	0.02536008
53	1	-34.55206	-45.62791	11.07585	0.04498315	0.0009932058	0.07221467	0.002702381	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.0500205	0.01495834	0.0722147	0.0449831	0.000993206	0.118191	0.4232174
54	0	-38.24038	-47.79871	9.558324	0.05277361	0.07289677	0.003396676	0.1113679	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.0614455	0.02481486	0.00339668	0.0527736	0.0728968	0.129067	0.4760744
55	1	-34.67641	-45.65915	10.98273	0.04403612	0.001237791	0.06809936	0.008177855	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.0327151	0.03351438	0.0680994	0.0440361	0.00123779	0.1133733	0.2885609
56	0	-39.42847	-49.7779	10.34943	0.0260539	0.02925172	0.02254804	0.1220059	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.0369219	0.09154191	0.022548	0.0260539	0.0292517	0.07785366	0.4742477
57	1	-34.01154	-46.21171	12.20017	0.04258303	0.002431364	0.02987576	0.01062958	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.0229945	0.02689919	0.0298758	0.042583	0.00243136	0.07489014	0.3070432
58	0	-41.49956	-52.66028	11.16072	0.04386837	0.008583032	0.0134676	0.1486896	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.039219	0.02019429	0.0134676	0.0438684	0.00858303	0.065919	0.5949577
59	1	-33.37534	-44.93107	11.55574	0.0340122	0.01550019	0.05363057	0.009812407	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.0367781	0.005836861	0.0536306	0.0340122	0.0155002	0.103143	0.356574
60	0	-40.21126	-49.66349	9.452232	0.1074289	0.04053869	0.007158932	0.04903809	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.0586515	0.01813247	0.00715893	0.107429	0.0405387	0.1551266	0.3780879
61	1	-32.99582	-45.64619	12.65037	0.05942881	0.0005078911	0.00766643	0.01057368	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.00947768	0.004199364	0.00766643	0.0594288	0.000507891	0.06760313	0.1401959
62	0	-33.86154	-45.65363	11.79209	0.0111772	0.009855934	0.0405871	0.1012802	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.0021319	0.01760099	0.0405871	0.0111772	0.00985593	0.06162024	0.03459734
63	1	-33.63841	-46.15604	12.51763	0.04419685	0.0003242605	0.01124918	0.05668637	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.000250051	0.007514671	0.0112492	0.0441969	0.000324261	0.05577029	0.004483594
64	0	-35.73889	-46.95841	11.21952	0.0152477	0.02103342	0.02389061	0.1162686	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0036771	0.0642951	0.0238906	0.0152477	0.0210334	0.06017173	0.06111015
65	1	-36.50611	-48.24589	11.73978	0.05126805	0.01010616	0.02007547	0.0569872	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.0401282	0.006538392	0.0200755	0.051268	0.0101062	0.08144968	0.492675
66	0	-34.57122	-45.5243	10.95307	0.001218177	0.05534383	0.03729678	0.08360495	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.0176436	0.02067706	0.0372968	0.00121818	0.0553438	0.09385879	0.1879801
67	1	-32.58863	-44.20161	11.61298	0.002406482	0.0006711263	0.08475997	0.03542533	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.00683016	0.02126297	0.08476	0.00240648	0.000671126	0.08783758	0.07775902
68	0	-35.62008	-47.46251	11.84243	0.01708461	0.02836227	0.0189385	0.04942839	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.0167982	0.05597034	0.0189385	0.0170846	0.0283623	0.06438537	0.2609015
69	1	-35.56932	-45.96535	10.39603	0.02328485	0.01950232	0.08940404	0.03020259	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.0732418	0.01266367	0.089404	0.0232848	0.0195023	0.1321912	0.5540593
70	0	-35.67715	-46.11224	10.43509	0.0008708666	0.05087774	0.03067618	0.09976188	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.00371535	0.09125317	0.0306762	0.000870867	0.0508777	0.08242479	0.04507568
71	1	-39.3064	-47.69814	8.391734	0.01964239	0.076983	0.1068498	0.01660258	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.140642	0.008894757	0.10685	0.0196424	0.076983	0.2034752	0.6912
72	0	-36.19878	-46.63701	10.43823	0.05134459	0.03078047	0.01277542	0.1129502	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.0141649	0.03963318	0.0127754	0.0513446	0.0307805	0.09490048	0.1492605
73	1	-32.35383	-44.97056	12.61673	0.007957944	0.02790107	0.02551579	0.02790631	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.00601606	0.009260789	0.0255158	0.00795794	0.0279011	0.06137481	0.09802165
74	0	-35.0656	-47.00541	11.93981	0.02741418	0.02250299	0.01801932	0.07261305	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.0185929	0.01219807	0.0180193	0.0274142	0.022503	0.06793649	0.2736802
75	1	-32.25953	-44.36518	12.10565	0.02084889	0.01510463	0.03967225	0.02361529	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.00898852	0.02111767	0.0396722	0.0208489	0.0151046	0.07562577	0.1188552
76	0	-34.14389	-45.79728	11.65339	0.006200362	0.0593961	0.01635747	0.05689405	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0242153	0.0137297	0.0163575	0.00620036	0.0593961	0.08195393	0.2954745
77	1	-31.35362	-43.52691	12.17329	0.005713144	0.0344179	0.03967225	0.00425099	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.00268625	0.02095422	0.0396722	0.00571314	0.0344179	0.07980329	0.03366095
78	0	-33.58415	-45.91475	12.3306	0.004540199	0.02114485	0.02938723	0.04630529	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.00130034	0.03873166	0.0293872	0.0045402	0.0211449	0.05507228	0.02361155
79	1	-32.46565	-45.08006	12.61441	0.01593207	0.005374765	0.04783996	0.001857354	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.00656751	0.01179511	0.04784	0.0159321	0.00537476	0.0691468	0.09497928
80	0	-32.24119	-44.25775	12.01657	0.02376112	0.01060577	0.03854749	0.04158524	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.00043149	0.02034053	0.0385475	0.0237611	0.0106058	0.07291438	0.00591776
81	1	-32.50192	-45.08444	12.58252	0.002781094	0.01291773	0.04918841	0.001358569	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.00966966	0.02849765	0.0491884	0.00278109	0.0129177	0.06488723	0.1490226
82	0	-35.59578	-46.68269	11.08691	0.02794853	0.07808115	0.005333309	0.01842066	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.0149658	0.01899582	0.00533331	0.0279485	0.0780811	0.111363	0.1343876
83	1	-32.0782	-44.17313	12.09493	0.01715619	0.01502945	0.05276119	0.0005976069	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.012643	0.01672824	0.0527612	0.0171562	0.0150294	0.08494683	0.1488348
84	0	-41.87052	-49.58691	7.71639	0.1149085	0.05377036	0.03340676	0.06236948	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.147011	0.03490774	0.0334068	0.114909	0.0537704	0.2020857	0.7274663
85	1	-31.5443	-43.73185	12.18755	0.01715619	0.03049523	0.03335684	0.0008093681	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.00353349	0.01928811	0.0333568	0.0171562	0.0304952	0.08100827	0.04361886
86	0	-34.17709	-45.40016	11.22308	0.04282219	0.002195174	0.04367087	0.04579932	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.0148099	0.04728055	0.0436709	0.0428222	0.00219517	0.08868824	0.1669888
87	1	-35.66564	-46.02788	10.36224	0.02430793	0.0502868	0.0671083	0.0004446611	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.0654676	0.01673899	0.0671083	0.0243079	0.0502868	0.141703	0.4620056
88	0	-37.11453	-46.9999	9.885371	0.0577824	0.0006254316	0.02661798	0.1490922	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.00049155	0.08894823	0.026618	0.0577824	0.000625432	0.0850258	0.00578119
89	1	-31.07418	-43.51161	12.43744	0.001991999	0.02404798	0.04843436	0.001668163	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.00622105	0.01340426	0.0484344	0.001992	0.024048	0.07447434	0.08353276
90	0	-36.55686	-47.39685	10.83999	0.05344125	0.003934817	0.01134027	0.07099763	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.0114779	0.1214122	0.0113403	0.0534412	0.00393482	0.06871633	0.1670327
91	1	-32.48346	-45.10176	12.6183	0.05644531	0.01176514	0.003086253	0.001080691	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.0103622	0.005614626	0.00308625	0.0564453	0.0117651	0.0712967	0.1453391
92	0	-33.7059	-45.41951	11.71361	0.046262	0.007980622	0.01679496	0.07028225	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.00379091	0.02767355	0.016795	0.046262	0.00798062	0.07103759	0.05336477
93	1	-32.27504	-45.04862	12.77358	0.0329039	0.008952653	0.02483904	0.0002373121	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.0076311	0.004987533	0.024839	0.0329039	0.00895265	0.0666956	0.1144168
94	0	-35.05319	-45.92602	10.87284	0.03439772	0.03407097	0.02277184	0.08638434	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.0137701	0.03392131	0.0227718	0.0343977	0.034071	0.09124053	0.1509212
95	1	-32.3631	-44.51559	12.15249	0.05699286	0.02346329	0.007000358	0.0002245794	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.00794385	0.003677694	0.00700036	0.0569929	0.0234633	0.08745651	0.09083202
96	0	-36.09426	-46.42595	10.33169	0.0128836	0.04225399	0.02840867	0.124189	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.0123335	0.07374045	0.0284087	0.0128836	0.042254	0.08354626	0.1476253
97	1	-31.59603	-44.16522	12.56919	0.005048936	0.01385904	0.05272623	0.001249692	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00577976	0.00932493	0.0527262	0.00504894	0.013859	0.0716342	0.08068436
98	0	-34.56409	-45.34924	10.78516	0.002001369	0.01204888	0.08358455	0.08389582	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.0282321	0.02564088	0.0835846	0.00200137	0.0120489	0.0976348	0.2891601
99	1	-33.53148	-45.0464	11.51492	0.04624491	0.03653881	0.02546995	0.00120388	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.0363901	0.002911805	0.02547	0.0462449	0.0365388	0.1082537	0.336156
100	0	-40.03788	-48.88596	8.848077	0.03157007	0.04659254	0.08016436	0.05693773	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.114749	0.06086986	0.0801644	0.0315701	0.0465925	0.158327	0.7247606
101	1	-30.91034	-43.88337	12.97303	0.01232516	0.02892745	0.01921211	0.00135471	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.000284367	0.002962503	0.0192121	0.0123252	0.0289274	0.06046472	0.004703028
102	0	-32.90734	-44.64353	11.73619	0.006092615	0.04787443	0.02142106	0.02707505	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.00248605	0.0553302	0.0214211	0.00609261	0.0478744	0.0753881	0.03297665
103	1	-31.91352	-43.91343	11.99991	0.01731004	0.026592	0.04385568	0.01118095	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.00640889	0.007058129	0.0438557	0.01731	0.026592	0.08775772	0.07302933
104	0	-33.95858	-45.34915	11.39058	0.003813462	0.04965192	0.01833761	0.08829556	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.00241917	0.03962499	0.0183376	0.00381346	0.0496519	0.07180299	0.03369179
105	1	-33.18077	-45.09005	11.90928	0.05823802	0.0135337	0.01963516	0.008921152	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.00221319	0.007231859	0.0196352	0.058238	0.0135337	0.09140689	0.02421251
106	0	-33.00432	-44.96734	11.96301	0.02082536	0.01329242	0.03265392	0.02071401	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0023109	0.0653351	0.0326539	0.0208254	0.0132924	0.0667717	0.03460891
